,SiteName_x,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId,hash,SiteName_y,WindDirection,WindPower,Gust,Visibility,Temperature,Moisture,AtmosphericPressure,Weather,Rainfall1day,Unit,DataCreationDate
954,馬公,澎湖縣,64,臭氧八小時,普通,2.7,0.14,0.2,56,59,32,15,0.8,5,4.2,7.3,26,2019/10/20 00:00,14,36,2,119.566158,23.569031,78,78-2019-10-20 00:00:00,78,北北東,4,6,,23.7,80,1016.6,,0,中央氣象局,2019/10/20 00:00
955,新竹,新竹市,45,,良好,1.7,0.24,0.3,54,49,33,11,6.6,6.6,0.1,3.4,65,2019/10/20 00:00,14,33,2,120.972075,24.805619,24,24-2019-10-20 00:00:00,24,東北,2,,,22,71,1017.7,,0,中央氣象局,2019/10/20 00:00
956,冬山,宜蘭縣,44,,良好,1.4,0.19,0.2,40,43,23,13,5.2,5.3,0.1,0.9,208,2019/10/20 00:00,14,24,1,121.792928,24.632203,66,66-2019-10-20 00:00:00,66,北,1,,,21.3,87,1018.6,,2,中央氣象局,2019/10/20 00:00
957,大里,臺中市,42,,良好,3.4,0.33,0.3,30,35,24,14,14,15,0.5,2,43,2019/10/20 00:00,13,26,3,120.677689,24.099611,30,30-2019-10-20 00:00:00,30,北,2,,,22.2,76,1016,,0,中央氣象局,2019/10/20 00:00
958,臺東,臺東縣,45,,良好,2.2,0.22,0.2,47,49,19,13,3.1,2.8,/0.4,1.6,308,2019/10/20 00:00,13,26,2,121.15045,22.755358,62,62-2019-10-20 00:00:00,62,北北西,1,,,24.2,75,1016.4,,0,中央氣象局,2019/10/20 00:00
959,恆春,屏東縣,58,臭氧八小時,普通,1,0.15,0.1,59,57,22,18,1.5,2.3,0.7,9.2,36,2019/10/20 00:00,13,26,1,120.788928,21.958069,61,61-2019-10-20 00:00:00,61,東北,4,7,,25.4,77,1015.2,,0,中央氣象局,2019/10/20 00:00
960,陽明,臺北市,49,,良好,1.1,0.14,0.1,56,53,16,8,0.6,0.8,0.3,,,2019/10/19 23:00,8,11,1,121.529583,25.182722,64,64-2019-10-19 23:00:00,64,北北西,2,,,14.9,99,,,35,中央氣象局,2019/10/19 23:00
961,臺南,臺南市,73,細懸浮微粒,普通,1.9,0.37,0.4,29,44,45,24,15,16,1.1,2.3,6.3,2019/10/19 23:00,25,75,3,120.202617,22.984581,46,46-2019-10-19 23:00:00,46,北北西,2,,12,23.4,74,1016.2,晴,0,中央氣象局,2019/10/19 23:00
962,金門,金門縣,108,臭氧八小時,對敏感族群不健康,2,0.29,0.3,63,73,42,12,6,6.2,0.2,4.4,34,2019/10/19 23:00,21,52,3,118.312256,24.432133,77,77-2019-10-19 23:00:00,77,東北,3,6,,21.7,60,1020.6,,0,中央氣象局,2019/10/19 23:00
963,嘉義,嘉義市,64,細懸浮微粒,普通,1.9,0.37,0.4,28,40,31,19,13,14,0.7,1.6,38,2019/10/19 23:00,21,48,3,120.440833,23.462778,42,42-2019-10-19 23:00:00,42,北北東,1,,,21.8,82,1015.9,,0,中央氣象局,2019/10/19 23:00
964,馬祖,連江縣,126,臭氧八小時,對敏感族群不健康,2.2,0.22,0.2,81,78,40,22,3.9,4.7,0.7,1.7,319,2019/10/19 23:00,20,39,2,119.949875,26.160469,75,75-2019-10-19 23:00:00,75,東北,3,6,,21.6,63,1021.2,,0,中央氣象局,2019/10/19 23:00
965,板橋,新北市,54,細懸浮微粒,普通,2.4,0.41,0.4,39,35,36,16,19,20,0.8,2.4,80,2019/10/19 23:00,17,34,,121.458667,25.012972,6,6-2019-10-19 23:00:00,6,東北,2,,14,22.8,73,1018.8,陰,0,中央氣象局,2019/10/19 23:00
966,基隆,基隆市,61,臭氧八小時,普通,0.9,0.18,0.2,61,58,37,15,3.5,4.6,1.1,1.3,59,2019/10/19 23:00,16,40,1,121.760056,25.129167,1,1-2019-10-19 23:00:00,1,北,4,6,,23.1,67,1018.9,,3,中央氣象局,2019/10/19 23:00
967,觀音,桃園市,51,細懸浮微粒,普通,5.9,0.14,0.1,57,53,32,17,5.1,5.2,0.1,5.6,62,2019/10/19 23:00,16,34,5,121.082761,25.035503,19,19-2019-10-19 23:00:00,19,東北,4,7,,22.2,65,1018.2,,0.5,中央氣象局,2019/10/19 23:00
968,沙鹿,臺中市,53,細懸浮微粒,普通,1.4,0.22,0.2,45,47,24,17,8.1,9.6,1.5,4.7,4.2,2019/10/19 23:00,16,30,2,120.568794,24.225628,29,29-2019-10-19 23:00:00,29,北,4,7,,22,73,1016.6,,0,中央氣象局,2019/10/19 23:00
969,馬公,澎湖縣,71,臭氧八小時,普通,2.5,0.14,0.2,57,61,30,11,0.9,5.2,4.3,7.3,26,2019/10/19 23:00,14,37,2,119.566158,23.569031,78,78-2019-10-19 23:00:00,78,北北東,4,7,,23.8,80,1016.9,,0,中央氣象局,2019/10/19 23:00
970,新竹,新竹市,46,,良好,1.3,0.25,0.3,50,48,29,14,7.9,8,0.1,2.9,68,2019/10/19 23:00,14,34,2,120.972075,24.805619,24,24-2019-10-19 23:00:00,24,東北,2,,,22,73,1017.9,,0,中央氣象局,2019/10/19 23:00
971,萬華,臺北市,46,,良好,0.9,0.36,0.4,37,33,32,14,22,23,1.6,1.7,70,2019/10/19 23:00,14,31,1,121.507972,25.046503,13,13-2019-10-19 23:00:00,13,東,2,,,22.7,78,1018.9,,0,中央氣象局,2019/10/19 23:00
972,冬山,宜蘭縣,44,,良好,1.4,0.23,0.2,36,43,27,17,5,5.3,0.4,1.1,197,2019/10/19 23:00,14,24,1,121.792928,24.632203,66,66-2019-10-19 23:00:00,66,西,1,,,21.5,88,1018.7,,2,中央氣象局,2019/10/19 23:00
973,恆春,屏東縣,58,臭氧八小時,普通,1,0.14,0.1,58,57,27,11,1.5,2.1,0.6,8.7,29,2019/10/19 23:00,13,27,1,120.788928,21.958069,61,61-2019-10-19 23:00:00,61,東北,4,7,,25.6,76,1015.5,,0,中央氣象局,2019/10/19 23:00
974,大里,臺中市,42,,良好,2.7,0.29,0.3,34,38,21,12,9.5,9.8,0.3,1.6,6.5,2019/10/19 23:00,13,26,3,120.677689,24.099611,30,30-2019-10-19 23:00:00,30,北,1,,12,22.7,75,1015.9,晴,0,中央氣象局,2019/10/19 23:00
975,臺東,臺東縣,46,,良好,2.3,0.26,0.2,45,50,16,9,4.7,4.4,/0.3,1.4,314,2019/10/19 23:00,12,27,2,121.15045,22.755358,62,62-2019-10-19 23:00:00,62,北,1,6,15,24.5,75,1016.7,陰,0,中央氣象局,2019/10/19 23:00
976,陽明,臺北市,48,,良好,1,0.13,0.1,55,52,10,9,0.6,0.8,0.2,,,2019/10/19 22:00,8,10,1,121.529583,25.182722,64,64-2019-10-19 22:00:00,64,北北西,3,,,15.3,99,,,35,中央氣象局,2019/10/19 22:00
977,臺南,臺南市,77,細懸浮微粒,普通,2.1,0.36,0.4,32,50,44,20,13,14,1,2,9.8,2019/10/19 22:00,26,86,3,120.202617,22.984581,46,46-2019-10-19 22:00:00,46,北北西,3,,,23.7,73,1016.4,,0,中央氣象局,2019/10/19 22:00
978,金門,金門縣,122,臭氧八小時,對敏感族群不健康,2.2,0.32,0.3,67,77,49,19,6.4,6.5,0.2,4,45,2019/10/19 22:00,24,54,3,118.312256,24.432133,77,77-2019-10-19 22:00:00,77,東北,3,,,21.8,58,1020.3,,0,中央氣象局,2019/10/19 22:00
979,嘉義,嘉義市,65,細懸浮微粒,普通,1.8,0.38,0.4,28,45,37,21,15,15,0.4,2.2,21,2019/10/19 22:00,21,52,3,120.440833,23.462778,42,42-2019-10-19 22:00:00,42,北北東,1,,,22.1,80,1016,,0,中央氣象局,2019/10/19 22:00
980,馬祖,連江縣,126,臭氧八小時,對敏感族群不健康,2.1,0.21,0.2,79,78,37,21,3.6,4.1,0.5,2.1,324,2019/10/19 22:00,19,38,2,119.949875,26.160469,75,75-2019-10-19 22:00:00,75,東北,3,6,,21.8,64,1021.3,,0,中央氣象局,2019/10/19 22:00
981,板橋,新北市,55,細懸浮微粒,普通,5.2,0.43,0.4,38,36,34,15,18,19,0.8,2.2,75,2019/10/19 22:00,17,33,,121.458667,25.012972,6,6-2019-10-19 22:00:00,6,東北東,2,,,22.8,75,1019.2,,0.5,中央氣象局,2019/10/19 22:00
982,沙鹿,臺中市,53,細懸浮微粒,普通,1.4,0.21,0.2,46,49,27,17,7.9,9.4,1.6,4.3,6.9,2019/10/19 22:00,17,31,2,120.568794,24.225628,29,29-2019-10-19 22:00:00,29,北,4,7,,22.1,73,1016.4,,0,中央氣象局,2019/10/19 22:00
983,基隆,基隆市,58,臭氧八小時,普通,1.1,0.18,0.2,61,57,38,17,3.6,4.5,1,1.7,37,2019/10/19 22:00,16,41,1,121.760056,25.129167,1,1-2019-10-19 22:00:00,1,北,3,,,23.3,61,1018.9,,3,中央氣象局,2019/10/19 22:00
984,馬公,澎湖縣,77,臭氧八小時,普通,2.5,0.16,0.2,57,63,37,11,1.1,5.4,4.3,6.4,22,2019/10/19 22:00,15,38,2,119.566158,23.569031,78,78-2019-10-19 22:00:00,78,北北東,3,7,,23.9,81,1016.9,,0,中央氣象局,2019/10/19 22:00
985,觀音,桃園市,49,,良好,6.1,0.13,0.1,55,53,34,14,5.2,5.3,0.1,7.1,47,2019/10/19 22:00,15,35,5,121.082761,25.035503,19,19-2019-10-19 22:00:00,19,東北,4,7,,22.3,65,1018.2,,0.5,中央氣象局,2019/10/19 22:00
986,萬華,臺北市,48,,良好,1,0.35,0.4,36,32,33,15,21,22,1.8,1.3,81,2019/10/19 22:00,15,30,1,121.507972,25.046503,13,13-2019-10-19 22:00:00,13,東北東,2,,,22.1,88,1019.2,,0,中央氣象局,2019/10/19 22:00
987,新竹,新竹市,47,,良好,1.4,0.24,0.3,49,49,32,12,,,,3.8,72,2019/10/19 22:00,14,35,2,120.972075,24.805619,24,24-2019-10-19 22:00:00,24,北北東,2,,,22.3,72,1018.2,,0,中央氣象局,2019/10/19 22:00
988,臺東,臺東縣,47,,良好,2.2,0.23,0.2,50,51,25,16,4.3,4.4,0,0.9,335,2019/10/19 22:00,13,29,2,121.15045,22.755358,62,62-2019-10-19 22:00:00,62,北北東,2,,,25.1,75,1016.7,,0,中央氣象局,2019/10/19 22:00
989,大里,臺中市,43,,良好,2.9,0.3,0.3,35,41,18,12,11,11,0.6,2.3,50,2019/10/19 22:00,13,28,3,120.677689,24.099611,30,30-2019-10-19 22:00:00,30,北,2,,,23.1,73,1015.9,,0,中央氣象局,2019/10/19 22:00
990,恆春,屏東縣,54,臭氧八小時,普通,1,0.15,0.1,57,56,27,13,1.4,2,0.6,8.7,23,2019/10/19 22:00,13,26,1,120.788928,21.958069,61,61-2019-10-19 22:00:00,61,北北東,3,6,,25.5,79,1015.5,,0,中央氣象局,2019/10/19 22:00
991,冬山,宜蘭縣,44,,良好,1.3,0.19,0.2,51,44,22,13,4.5,4.5,0,1.5,294,2019/10/19 22:00,13,24,1,121.792928,24.632203,66,66-2019-10-19 22:00:00,66,西,1,,,21.5,87,1018.8,,2,中央氣象局,2019/10/19 22:00
992,陽明,臺北市,47,,良好,1.1,0.13,0.1,54,51,11,8,0.6,0.8,0.3,,,2019/10/19 21:00,7,10,1,121.529583,25.182722,64,64-2019-10-19 21:00:00,64,北北西,3,,,15.5,99,,,35,中央氣象局,2019/10/19 21:00
993,臺南,臺南市,81,細懸浮微粒,普通,2.5,0.42,0.4,33,56,52,22,14,15,1.2,2.1,15,2019/10/19 21:00,28,98,3,120.202617,22.984581,46,46-2019-10-19 21:00:00,46,北北西,3,,,24.2,72,1016.4,,0,中央氣象局,2019/10/19 21:00
994,金門,金門縣,132,臭氧八小時,對敏感族群不健康,1.8,0.33,0.4,71,80,46,22,6.3,6.4,0.1,3.1,22,2019/10/19 21:00,24,54,3,118.312256,24.432133,77,77-2019-10-19 21:00:00,77,東北,3,6,,22.1,60,1020.3,,0,中央氣象局,2019/10/19 21:00
995,嘉義,嘉義市,65,細懸浮微粒,普通,1.7,0.38,0.4,30,52,43,22,16,16,0.7,3.2,15,2019/10/19 21:00,21,55,3,120.440833,23.462778,42,42-2019-10-19 21:00:00,42,北,1,,,22.5,79,1016.2,晴,0,中央氣象局,2019/10/19 21:00
996,馬祖,連江縣,126,臭氧八小時,對敏感族群不健康,2,0.2,0.2,78,78,38,21,3.5,4.1,0.6,1.8,323,2019/10/19 21:00,19,37,2,119.949875,26.160469,75,75-2019-10-19 21:00:00,75,東北,3,6,,21.7,65,1021.4,,0,中央氣象局,2019/10/19 21:00
997,板橋,新北市,57,細懸浮微粒,普通,5,0.37,0.4,40,36,33,17,16,17,0.9,1.9,28,2019/10/19 21:00,18,33,,121.458667,25.012972,6,6-2019-10-19 21:00:00,6,東北,2,,,22.7,77,1019.4,,0.5,中央氣象局,2019/10/19 21:00
998,觀音,桃園市,54,細懸浮微粒,普通,4.8,0.12,0.1,55,53,29,13,5,5.1,0.1,5.9,53,2019/10/19 21:00,17,36,5,121.082761,25.035503,19,19-2019-10-19 21:00:00,19,東北,4,6,,22.6,64,1018.5,,0.5,中央氣象局,2019/10/19 21:00
999,基隆,基隆市,54,臭氧八小時,普通,1.3,0.19,0.2,59,56,42,17,4.5,5.6,1.1,1.3,62,2019/10/19 21:00,16,42,1,121.760056,25.129167,1,1-2019-10-19 21:00:00,1,北,3,,,23.4,71,1019,,3,中央氣象局,2019/10/19 21:00
1000,馬公,澎湖縣,84,臭氧八小時,普通,2.5,0.17,0.2,58,65,38,14,1.1,5.6,4.4,7.1,27,2019/10/19 21:00,16,39,2,119.566158,23.569031,78,78-2019-10-19 21:00:00,78,北北東,4,7,,24,80,1017,,0,中央氣象局,2019/10/19 21:00
1001,沙鹿,臺中市,53,細懸浮微粒,普通,1.4,0.19,0.2,47,51,23,15,8.5,10,1.6,5.5,3.4,2019/10/19 21:00,16,32,2,120.568794,24.225628,29,29-2019-10-19 21:00:00,29,北,4,7,,22.6,72,1016.7,,0,中央氣象局,2019/10/19 21:00
1002,新竹,新竹市,47,,良好,1.7,0.26,0.3,48,48,32,15,8.6,8.8,0.2,2.8,75,2019/10/19 21:00,15,36,2,120.972075,24.805619,24,24-2019-10-19 21:00:00,24,北北東,2,,,22.4,74,1018.3,,0,中央氣象局,2019/10/19 21:00
1003,萬華,臺北市,47,,良好,1.2,0.38,0.4,32,32,32,15,24,27,2.2,1.4,69,2019/10/19 21:00,15,30,1,121.507972,25.046503,13,13-2019-10-19 21:00:00,13,北北東,1,,,22.8,87,1019.3,,0,中央氣象局,2019/10/19 21:00
1004,大里,臺中市,45,,良好,3.1,0.33,0.3,34,45,23,11,14,14,0.7,2.2,37,2019/10/19 21:00,14,29,3,120.677689,24.099611,30,30-2019-10-19 21:00:00,30,北,2,,,23.1,73,1016.2,晴,0,中央氣象局,2019/10/19 21:00
1005,恆春,屏東縣,54,臭氧八小時,普通,1,0.15,0.1,58,56,30,11,1.4,2.1,0.7,7.8,33,2019/10/19 21:00,13,26,1,120.788928,21.958069,61,61-2019-10-19 21:00:00,61,東北,4,7,,25.9,75,1015.5,晴,0,中央氣象局,2019/10/19 21:00
1006,冬山,宜蘭縣,43,,良好,1.4,0.19,0.2,49,42,30,15,4.4,4.5,0.1,1.2,251,2019/10/19 21:00,13,23,1,121.792928,24.632203,66,66-2019-10-19 21:00:00,66,西北西,2,,,21.6,86,1019,,2,中央氣象局,2019/10/19 21:00
1007,臺東,臺東縣,47,,良好,2.2,0.25,0.2,49,51,27,16,4.5,4.4,0,3.2,1.6,2019/10/19 21:00,12,30,2,121.15045,22.755358,62,62-2019-10-19 21:00:00,62,北北東,3,6,,24.8,79,1016.9,,0,中央氣象局,2019/10/19 21:00
1008,陽明,臺北市,47,,良好,0.9,0.12,0.1,52,51,14,9,0.4,0.6,0.2,,,2019/10/19 20:00,7,9,1,121.529583,25.182722,64,64-2019-10-19 20:00:00,64,北北西,3,6,15,15.8,99,,陰有雨,35,中央氣象局,2019/10/19 20:00
1009,臺南,臺南市,92,懸浮微粒,普通,2.7,0.38,0.4,36,62,70,21,14,15,0.9,2.7,16,2019/10/19 20:00,29,113,3,120.202617,22.984581,46,46-2019-10-19 20:00:00,46,北北西,3,,8,24.7,71,1016.3,晴有霾,0,中央氣象局,2019/10/19 20:00
1010,金門,金門縣,143,臭氧八小時,對敏感族群不健康,2.2,0.37,0.4,73,83,53,21,8.6,8.8,0.2,4.1,66,2019/10/19 20:00,25,57,3,118.312256,24.432133,77,77-2019-10-19 20:00:00,77,東北東,3,7,25,22.4,60,1019.9,晴,0,中央氣象局,2019/10/19 20:00
1011,嘉義,嘉義市,65,細懸浮微粒,普通,2.7,0.43,0.4,31,57,49,20,18,19,0.9,2.3,6.6,2019/10/19 20:00,21,61,3,120.440833,23.462778,42,42-2019-10-19 20:00:00,42,北,2,,12,23.3,74,1015.9,多雲,0,中央氣象局,2019/10/19 20:00
1012,觀音,桃園市,57,細懸浮微粒,普通,8.1,0.12,0.1,54,53,32,12,4.9,5,0.1,5.7,55,2019/10/19 20:00,18,38,5,121.082761,25.035503,19,19-2019-10-19 20:00:00,19,東北,4,7,10,22.7,66,1018.7,晴,0.5,中央氣象局,2019/10/19 20:00
1013,馬祖,連江縣,129,臭氧八小時,對敏感族群不健康,2.1,0.21,0.2,78,79,34,17,3.4,4,0.7,2.6,308,2019/10/19 20:00,18,38,2,119.949875,26.160469,75,75-2019-10-19 20:00:00,75,東北,4,6,20,21.6,62,1021.3,晴,0,中央氣象局,2019/10/19 20:00
1014,板橋,新北市,56,細懸浮微粒,普通,2.8,0.51,0.4,35,36,32,19,19,20,0.9,2.5,39,2019/10/19 20:00,18,34,,121.458667,25.012972,6,6-2019-10-19 20:00:00,6,北北東,1,,14,22.5,81,1019.3,陰,0,中央氣象局,2019/10/19 20:00
1015,沙鹿,臺中市,54,細懸浮微粒,普通,1.6,0.2,0.2,45,52,29,15,9,11,1.6,5.6,356,2019/10/19 20:00,17,34,2,120.568794,24.225628,29,29-2019-10-19 20:00:00,29,北,4,7,,22.9,73,1016.8,,0,中央氣象局,2019/10/19 20:00
1016,基隆,基隆市,54,臭氧八小時,普通,1,0.2,0.2,59,56,43,16,4.3,5.4,1.1,1.5,43,2019/10/19 20:00,16,42,1,121.760056,25.129167,1,1-2019-10-19 20:00:00,1,北,3,6,,23.5,71,1019.1,,3,中央氣象局,2019/10/19 20:00
1017,馬公,澎湖縣,90,臭氧八小時,普通,2.3,0.18,0.2,59,67,33,14,0.9,5.2,4.3,6.9,19,2019/10/19 20:00,16,39,2,119.566158,23.569031,78,78-2019-10-19 20:00:00,78,北北東,4,7,12,24,77,1016.9,多雲,0,中央氣象局,2019/10/19 20:00
1018,新竹,新竹市,46,,良好,1.5,0.27,0.3,48,49,34,16,8.7,8.9,0.1,2.4,76,2019/10/19 20:00,14,37,2,120.972075,24.805619,24,24-2019-10-19 20:00:00,24,東北,2,,8,22.6,75,1018.6,陰有霾,0,中央氣象局,2019/10/19 20:00
1019,大里,臺中市,45,,良好,3,0.38,0.3,34,48,28,13,14,15,0.6,2.4,5.6,2019/10/19 20:00,14,31,3,120.677689,24.099611,30,30-2019-10-19 20:00:00,30,北,2,,12,23.4,73,1016,晴,0,中央氣象局,2019/10/19 20:00
1020,萬華,臺北市,46,,良好,1.1,0.4,0.4,33,33,31,13,23,24,1.6,1.3,56,2019/10/19 20:00,14,30,1,121.507972,25.046503,13,13-2019-10-19 20:00:00,13,東北東,2,,,23.2,78,1019.3,,0,中央氣象局,2019/10/19 20:00
1021,冬山,宜蘭縣,44,,良好,1.3,0.19,0.2,47,41,26,15,4.9,5.2,0.3,1.8,238,2019/10/19 20:00,14,21,1,121.792928,24.632203,66,66-2019-10-19 20:00:00,66,西,1,,8,22,85,1019.1,陰有雨,2,中央氣象局,2019/10/19 20:00
1022,恆春,屏東縣,51,臭氧八小時,普通,1,0.15,0.1,58,55,30,17,1.4,2,0.6,7.9,34,2019/10/19 20:00,13,26,1,120.788928,21.958069,61,61-2019-10-19 20:00:00,61,東北,4,7,13,26.1,75,1015.3,晴,0,中央氣象局,2019/10/19 20:00
1023,臺東,臺東縣,47,,良好,2.2,0.23,0.2,49,51,25,11,4,3.9,/0.2,2.3,349,2019/10/19 20:00,11,31,2,121.15045,22.755358,62,62-2019-10-19 20:00:00,62,北北東,2,6,15,25.5,73,1016.7,陰,0,中央氣象局,2019/10/19 20:00
1024,陽明,臺北市,46,,良好,1,0.13,0.1,53,50,10,7,0.4,0.6,0.2,,,2019/10/19 19:00,7,8,1,121.529583,25.182722,64,64-2019-10-19 19:00:00,64,北,2,6,,16,99,,,34,中央氣象局,2019/10/19 19:00
1025,臺南,臺南市,99,懸浮微粒,普通,2.5,0.43,0.4,41,68,124,34,14,15,1,2.6,19,2019/10/19 19:00,31,124,3,120.202617,22.984581,46,46-2019-10-19 19:00:00,46,北北西,3,,,25.1,69,1015.8,,0,中央氣象局,2019/10/19 19:00
1026,金門,金門縣,150,臭氧八小時,對敏感族群不健康,2.6,0.38,0.4,75,85,49,22,8.9,9.2,0.3,4.1,64,2019/10/19 19:00,26,59,3,118.312256,24.432133,77,77-2019-10-19 19:00:00,77,東北東,3,6,,22.8,60,1019.3,,0,中央氣象局,2019/10/19 19:00
1027,嘉義,嘉義市,74,臭氧八小時,普通,3.4,0.41,0.4,36,62,51,20,17,18,0.6,3.2,9.1,2019/10/19 19:00,22,66,3,120.440833,23.462778,42,42-2019-10-19 19:00:00,42,北,3,,,24,71,1015.4,,0,中央氣象局,2019/10/19 19:00
1028,觀音,桃園市,60,細懸浮微粒,普通,5.4,0.13,0.1,52,53,36,14,5.6,5.7,0.1,6.2,60,2019/10/19 19:00,19,38,4,121.082761,25.035503,19,19-2019-10-19 19:00:00,19,東北,4,6,,23.1,67,1018.4,,0.5,中央氣象局,2019/10/19 19:00
1029,馬祖,連江縣,132,臭氧八小時,對敏感族群不健康,2,0.19,0.2,75,80,32,14,3.6,4.2,0.6,2.2,302,2019/10/19 19:00,18,38,2,119.949875,26.160469,75,75-2019-10-19 19:00:00,75,東北,3,6,,21.5,64,1020.9,,0,中央氣象局,2019/10/19 19:00
1030,板橋,新北市,56,細懸浮微粒,普通,1.7,0.43,0.4,39,35,31,17,18,19,1.5,2.1,58,2019/10/19 19:00,18,34,,121.458667,25.012972,6,6-2019-10-19 19:00:00,6,東北東,2,,,22.7,82,1019.1,,0.5,中央氣象局,2019/10/19 19:00
1031,馬公,澎湖縣,93,臭氧八小時,普通,2,0.16,0.2,60,68,35,16,0.8,5,4.2,7,23,2019/10/19 19:00,17,41,2,119.566158,23.569031,78,78-2019-10-19 19:00:00,78,北北東,4,7,,23.8,82,1016.7,,0,中央氣象局,2019/10/19 19:00
1032,沙鹿,臺中市,55,細懸浮微粒,普通,1.6,0.2,0.2,45,54,33,18,9.8,11,1.7,5.4,2,2019/10/19 19:00,17,36,2,120.568794,24.225628,29,29-2019-10-19 19:00:00,29,北,4,7,,23,73,1016.2,,0,中央氣象局,2019/10/19 19:00
1033,基隆,基隆市,50,,良好,0.9,0.18,0.2,59,54,43,13,3.3,4.5,1.2,1.7,58,2019/10/19 19:00,15,41,1,121.760056,25.129167,1,1-2019-10-19 19:00:00,1,北,3,6,,23.5,70,1018.7,,3,中央氣象局,2019/10/19 19:00
1034,萬華,臺北市,49,,良好,1,0.4,0.4,33,33,29,20,23,26,2.4,1.3,24,2019/10/19 19:00,15,30,1,121.507972,25.046503,13,13-2019-10-19 19:00:00,13,東北,1,,,23,83,1019,,0,中央氣象局,2019/10/19 19:00
1035,新竹,新竹市,46,,良好,1.4,0.27,0.3,48,49,38,16,8.6,8.9,0.3,2.9,83,2019/10/19 19:00,14,38,2,120.972075,24.805619,24,24-2019-10-19 19:00:00,24,北北東,2,,,23,75,1018.1,,0,中央氣象局,2019/10/19 19:00
1036,大里,臺中市,47,,良好,3,0.36,0.3,35,51,31,16,15,15,0.4,2.8,22,2019/10/19 19:00,14,32,3,120.677689,24.099611,30,30-2019-10-19 19:00:00,30,北,3,,,23.8,71,1015.8,,0,中央氣象局,2019/10/19 19:00
1037,恆春,屏東縣,51,臭氧八小時,普通,1,0.14,0.1,57,55,27,12,1.4,2.1,0.7,8.4,35,2019/10/19 19:00,13,25,1,120.788928,21.958069,61,61-2019-10-19 19:00:00,61,東北,4,6,,26.2,74,1014.9,,0,中央氣象局,2019/10/19 19:00
1038,冬山,宜蘭縣,42,,良好,1.4,0.24,0.2,34,39,28,18,17,19,2,1.7,236,2019/10/19 19:00,13,19,1,121.792928,24.632203,66,66-2019-10-19 19:00:00,66,西,1,,,22.4,87,1018.7,,2,中央氣象局,2019/10/19 19:00
1039,臺東,臺東縣,47,,良好,2.1,0.23,0.2,51,51,22,11,3.8,4.1,0.3,2.3,352,2019/10/19 19:00,10,32,2,121.15045,22.755358,62,62-2019-10-19 19:00:00,62,東北,3,6,,25.6,72,1016.1,,0,中央氣象局,2019/10/19 19:00
1040,陽明,臺北市,46,,良好,1.1,0.13,0.1,52,50,10,7,0.6,0.9,0.3,,,2019/10/19 18:00,6,7,1,121.529583,25.182722,64,64-2019-10-19 18:00:00,64,北,2,,,16.2,99,,,33,中央氣象局,2019/10/19 18:00
1041,臺南,臺南市,101,臭氧八小時,對敏感族群不健康,1.9,0.41,0.4,50,71,134,29,11,12,1.1,2,14,2019/10/19 18:00,30,124,3,120.202617,22.984581,46,46-2019-10-19 18:00:00,46,北北西,3,,,26.2,65,1015.3,,0,中央氣象局,2019/10/19 18:00
1042,金門,金門縣,151,臭氧八小時,對所有族群不健康,1.7,0.35,0.4,76,86,45,20,7.1,7.2,0.2,3.9,76,2019/10/19 18:00,27,62,3,118.312256,24.432133,77,77-2019-10-19 18:00:00,77,東北東,3,7,,23.1,57,1018.6,,0,中央氣象局,2019/10/19 18:00
1043,嘉義,嘉義市,84,臭氧八小時,普通,3.3,0.37,0.4,45,65,55,19,13,14,1,3.6,6.8,2019/10/19 18:00,22,69,4,120.440833,23.462778,42,42-2019-10-19 18:00:00,42,北,2,,,24.5,71,1015,,0,中央氣象局,2019/10/19 18:00
1044,觀音,桃園市,65,細懸浮微粒,普通,5.3,0.15,0.1,51,53,44,25,5.6,5.7,0.2,6.3,49,2019/10/19 18:00,21,40,4,121.082761,25.035503,19,19-2019-10-19 18:00:00,19,東北,4,7,,23,68,1017.8,,0.5,中央氣象局,2019/10/19 18:00
1045,馬祖,連江縣,132,臭氧八小時,對敏感族群不健康,1.9,0.2,0.2,74,80,35,17,4.5,5.1,0.6,2.7,309,2019/10/19 18:00,19,41,2,119.949875,26.160469,75,75-2019-10-19 18:00:00,75,東北東,4,6,,21.4,64,1020.2,,0,中央氣象局,2019/10/19 18:00
1046,馬公,澎湖縣,97,臭氧八小時,普通,2.3,0.18,0.2,63,69,36,13,1,5.6,4.6,7,23,2019/10/19 18:00,17,42,2,119.566158,23.569031,78,78-2019-10-19 18:00:00,78,北北東,4,7,,23.8,83,1016.2,,0,中央氣象局,2019/10/19 18:00
1047,沙鹿,臺中市,55,細懸浮微粒,普通,1.6,0.22,0.2,47,56,33,17,9.8,11,1.6,5.3,357,2019/10/19 18:00,17,36,2,120.568794,24.225628,29,29-2019-10-19 18:00:00,29,北,4,7,,23.4,72,1015.9,,0,中央氣象局,2019/10/19 18:00
1048,板橋,新北市,55,細懸浮微粒,普通,2.2,0.49,0.4,29,33,36,21,26,28,2.2,2.4,98,2019/10/19 18:00,17,33,,121.458667,25.012972,6,6-2019-10-19 18:00:00,6,東北東,2,,,22.5,86,1018.5,,0.5,中央氣象局,2019/10/19 18:00
